alexandre-dumas	0	0.739177489177, 0.152597402597, 0.641221374046, 0.573727178675, 0.0198675496689, 0.0132450331126, 0.0927152317881, 0.0397350993377, 0.0397350993377, 0.0596026490066, 0.0198675496689, 0.0264900662252, 0.0264900662252, 0.0264900662252, 0.0264900662252, 0.0397350993377, 0.0, 0.0397350993377, 0.0132450331126, 0.0132450331126, 0.0331125827815, 0.0198675496689, 0.0132450331126, 0.0198675496689, 0.0, 0.0132450331126, 0.0, 0.0132450331126, 0.390728476821, 0.0364597829112, 0.166713053159, 0.227386585026, 0.173671026997, 0.111884219315, 0.080155858614, 0.0679098246591, 0.0567770665182, 0.0361814639577, 0.0242137489563, 0.0102978012803, 0.00612301697746, 0.000834956860562, 0.0013915947676, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.11022302463e-16, 0.245033112583, 0.198675496689, 0.0529801324503, 0.0198675496689, 0.0132450331126, 0.0, 0.00662251655629, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.46357615894, 0.185430463576, 0.0860927152318, 0.0860927152318, 0.112582781457, 0.0529801324503, 0.0264900662252, 0.0198675496689, 0.0132450331126, 0.0, 0.00662251655629, 0.0198675496689, 0.0, 0.0, 0.0, 0.0, 0.00662251655629, 0.0, 0.00662251655629, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.377483443709, 24.1275167785, 24.082990904, 0.324339360223, 1.79865771812, 0.302013422819, 0.0201342281879, 0.147651006711
alexandre-dumas	0	0.745241581259, 0.13616398243, 0.593397046047, 0.69202542606, 0.0611111111111, 0.0444444444444, 0.0444444444444, 0.0555555555556, 0.0333333333333, 0.0111111111111, 0.0611111111111, 0.0277777777778, 0.0277777777778, 0.0111111111111, 0.0277777777778, 0.0277777777778, 0.0222222222222, 0.0611111111111, 0.0277777777778, 0.0222222222222, 0.05, 0.0222222222222, 0.0277777777778, 0.0333333333333, 0.0222222222222, 0.0222222222222, 0.0111111111111, 0.0166666666667, 0.227777777778, 0.0495732107682, 0.180892974393, 0.228168089297, 0.177609980302, 0.0981615233093, 0.0669730794485, 0.0764937623112, 0.0499015101773, 0.0341431385424, 0.0249507550886, 0.0059093893631, 0.00393959290873, 0.00196979645437, 0.0, 0.000656598818122, 0.000656598818122, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.355555555556, 0.133333333333, 0.0777777777778, 0.0277777777778, 0.0166666666667, 0.00555555555556, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.383333333333, 0.211111111111, 0.166666666667, 0.122222222222, 0.0388888888889, 0.0222222222222, 0.0111111111111, 0.0222222222222, 0.0166666666667, 0.0, 0.0, 0.0, 0.00555555555556, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.383333333333, 16.9333333333, 14.1917816594, 0.298884514436, 1.38333333333, 0.183333333333, 0.0111111111111, 0.133333333333
alexandre-dumas	0	0.704622322435, 0.157835400225, 0.526722090261, 0.764895118437, 0.091922005571, 0.0696378830084, 0.0640668523677, 0.0389972144847, 0.0696378830084, 0.0473537604457, 0.0473537604457, 0.033426183844, 0.0389972144847, 0.0306406685237, 0.0194986072423, 0.0389972144847, 0.025069637883, 0.025069637883, 0.0139275766017, 0.025069637883, 0.0222841225627, 0.0389972144847, 0.016713091922, 0.016713091922, 0.0222841225627, 0.00557103064067, 0.008356545961, 0.0139275766017, 0.175487465181, 0.0642090338262, 0.205387887381, 0.217541016812, 0.178651002633, 0.0949969617176, 0.0633988251975, 0.0607656471541, 0.0581324691108, 0.033623658092, 0.0129633380596, 0.00567146040105, 0.00324083451489, 0.00020255215718, 0.000810208628722, 0.000405104314361, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.345403899721, 0.155988857939, 0.111420612813, 0.025069637883, 0.00278551532033, 0.00557103064067, 0.00278551532033, 0.0, 0.0, 0.00278551532033, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.348189415042, 0.200557103064, 0.153203342618, 0.0779944289694, 0.050139275766, 0.0306406685237, 0.0111420612813, 0.00278551532033, 0.0139275766017, 0.0, 0.0, 0.0, 0.0, 0.00278551532033, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.456824512535, 13.7520891365, 13.4275042983, 0.233137532915, 1.06963788301, 0.208913649025, 0.008356545961, 0.1643454039
alexandre-dumas	0	0.741556534508, 0.138032305433, 0.578589634664, 0.720235051638, 0.0361990950226, 0.0407239819005, 0.0633484162896, 0.0407239819005, 0.0588235294118, 0.0769230769231, 0.0452488687783, 0.0542986425339, 0.0633484162896, 0.0407239819005, 0.0316742081448, 0.0497737556561, 0.027149321267, 0.0180995475113, 0.0361990950226, 0.00904977375566, 0.0135746606335, 0.00452488687783, 0.0361990950226, 0.0407239819005, 0.00452488687783, 0.0135746606335, 0.0180995475113, 0.0180995475113, 0.158371040724, 0.0438024231128, 0.188878533706, 0.226467847158, 0.173345759553, 0.118981050016, 0.0698974836906, 0.080770425598, 0.0487729108419, 0.0260950605778, 0.0108729419074, 0.00745573159366, 0.00217458838148, 0.00186393289842, 0.000310655483069, 0.000310655483069, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.22044604925e-16, 0.371040723982, 0.108597285068, 0.0588235294118, 0.0361990950226, 0.0180995475113, 0.0, 0.0, 0.00904977375566, 0.0, 0.00452488687783, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.393665158371, 0.226244343891, 0.117647058824, 0.0814479638009, 0.027149321267, 0.027149321267, 0.00904977375566, 0.0180995475113, 0.00452488687783, 0.00452488687783, 0.0, 0.0, 0.0, 0.00452488687783, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.47963800905, 14.6409090909, 14.0629480645, 0.285625582117, 1.26818181818, 0.113636363636, 0.0318181818182, 0.109090909091
alexandre-dumas	0	0.771794871795, 0.128205128205, 0.629032258065, 0.763582914691, 0.0458015267176, 0.0381679389313, 0.0610687022901, 0.0610687022901, 0.0687022900763, 0.0458015267176, 0.0458015267176, 0.0610687022901, 0.0381679389313, 0.0458015267176, 0.00763358778626, 0.0839694656489, 0.0687022900763, 0.0152671755725, 0.0229007633588, 0.00763358778626, 0.030534351145, 0.0229007633588, 0.030534351145, 0.0152671755725, 0.0229007633588, 0.0152671755725, 0.030534351145, 0.0152671755725, 0.0992366412214, 0.0627542126671, 0.191748983149, 0.196978500872, 0.194654270773, 0.102847181871, 0.0575246949448, 0.0784427658338, 0.0668216153399, 0.0261475886113, 0.0145264381174, 0.00406740267286, 0.00348634514817, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.36641221374, 0.152671755725, 0.0839694656489, 0.0229007633588, 0.00763358778626, 0.0, 0.00763358778626, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.358778625954, 0.274809160305, 0.129770992366, 0.0763358778626, 0.0229007633588, 0.0152671755725, 0.0381679389313, 0.00763358778626, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.435114503817, 13.1374045802, 11.3640408889, 0.335851249274, 1.2213740458, 0.137404580153, 0.0152671755725, 0.145038167939
alexandre-dumas	0	0.731757451182, 0.140801644399, 0.563404748118, 0.757538347458, 0.053125, 0.06875, 0.075, 0.05, 0.053125, 0.0375, 0.040625, 0.046875, 0.034375, 0.015625, 0.028125, 0.04375, 0.0125, 0.034375, 0.015625, 0.025, 0.034375, 0.05, 0.028125, 0.01875, 0.015625, 0.0125, 0.021875, 0.009375, 0.175, 0.0648305084746, 0.176694915254, 0.236228813559, 0.167796610169, 0.105720338983, 0.0756355932203, 0.0622881355932, 0.0603813559322, 0.0228813559322, 0.0154661016949, 0.00699152542373, 0.00296610169492, 0.00148305084746, 0.000423728813559, 0.00021186440678, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.309375, 0.165625, 0.0625, 0.021875, 0.003125, 0.009375, 0.0, 0.0, 0.003125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.425, 0.24375, 0.125, 0.071875, 0.05625, 0.0375, 0.021875, 0.009375, 0.003125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.43125, 14.75, 13.3634295748, 0.262076271186, 1.071875, 0.175, 0.021875, 0.1375
alexandre-dumas	0	0.753937007874, 0.13188976378, 0.631055900621, 0.794321463415, 0.0609756097561, 0.0426829268293, 0.0670731707317, 0.0792682926829, 0.0670731707317, 0.0792682926829, 0.030487804878, 0.0548780487805, 0.0426829268293, 0.0548780487805, 0.0609756097561, 0.0426829268293, 0.0121951219512, 0.0182926829268, 0.0182926829268, 0.0121951219512, 0.00609756097561, 0.0243902439024, 0.00609756097561, 0.0121951219512, 0.0121951219512, 0.00609756097561, 0.0121951219512, 0.0182926829268, 0.158536585366, 0.0613636363636, 0.188636363636, 0.241818181818, 0.174090909091, 0.112727272727, 0.0618181818182, 0.0595454545455, 0.0454545454545, 0.0304545454545, 0.0136363636364, 0.00636363636364, 0.00227272727273, 0.00181818181818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.11022302463e-16, 0.365853658537, 0.140243902439, 0.0487804878049, 0.030487804878, 0.0121951219512, 0.00609756097561, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.396341463415, 0.292682926829, 0.146341463415, 0.0670731707317, 0.0243902439024, 0.0182926829268, 0.0243902439024, 0.0121951219512, 0.0, 0.0, 0.00609756097561, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.408536585366, 13.509202454, 13.7717449243, 0.317892824705, 1.04294478528, 0.177914110429, 0.00613496932515, 0.0736196319018
alexandre-dumas	0	0.749077490775, 0.121771217712, 0.605586592179, 0.780552808596, 0.10650887574, 0.0473372781065, 0.0650887573964, 0.0532544378698, 0.0473372781065, 0.0295857988166, 0.0532544378698, 0.0532544378698, 0.0355029585799, 0.0295857988166, 0.0295857988166, 0.0236686390533, 0.0295857988166, 0.0177514792899, 0.0236686390533, 0.0473372781065, 0.0, 0.0236686390533, 0.0, 0.0177514792899, 0.00591715976331, 0.0177514792899, 0.00591715976331, 0.00591715976331, 0.230769230769, 0.0623263199682, 0.185391028186, 0.229059150457, 0.183009130607, 0.0960698689956, 0.0754267566495, 0.0595474394601, 0.0599444223898, 0.0222310440651, 0.0150853513299, 0.00674870980548, 0.00317586343787, 0.00198491464867, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.307692307692, 0.118343195266, 0.0591715976331, 0.0118343195266, 0.0236686390533, 0.0, 0.00591715976331, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.473372781065, 0.224852071006, 0.130177514793, 0.0591715976331, 0.0591715976331, 0.0236686390533, 0.0118343195266, 0.00591715976331, 0.00591715976331, 0.0, 0.0, 0.00591715976331, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.473372781065, 14.9053254438, 14.7589076918, 0.299325129019, 1.22485207101, 0.236686390533, 0.0118343195266, 0.159763313609
alexandre-dumas	0	0.715039577836, 0.13016710642, 0.52687673772, 0.760969933885, 0.0714285714286, 0.0391705069124, 0.0576036866359, 0.0506912442396, 0.0529953917051, 0.0437788018433, 0.0714285714286, 0.0391705069124, 0.0391705069124, 0.0391705069124, 0.0391705069124, 0.0345622119816, 0.0322580645161, 0.0391705069124, 0.0391705069124, 0.0276497695853, 0.0161290322581, 0.00691244239631, 0.0115207373272, 0.0138248847926, 0.0161290322581, 0.0161290322581, 0.0115207373272, 0.0184331797235, 0.172811059908, 0.06748158071, 0.188044206296, 0.216008037508, 0.185867381112, 0.0957803081045, 0.0879102478232, 0.0581044876088, 0.0542531815137, 0.0231078365707, 0.0107166778299, 0.0080375083724, 0.00284661754856, 0.00100468854655, 0.000837240455459, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.11022302463e-16, 0.322580645161, 0.138248847926, 0.0852534562212, 0.0230414746544, 0.0115207373272, 0.00691244239631, 0.00460829493088, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.407834101382, 0.267281105991, 0.135944700461, 0.0760368663594, 0.036866359447, 0.0230414746544, 0.0161290322581, 0.00921658986175, 0.00460829493088, 0.00230414746544, 0.00230414746544, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.426267281106, 13.8240740741, 12.2208297467, 0.235432016075, 1.10185185185, 0.194444444444, 0.0185185185185, 0.134259259259
alexandre-dumas	0	0.785171102662, 0.121673003802, 0.6276849642, 0.665762998782, 0.08, 0.03, 0.06, 0.03, 0.03, 0.01, 0.02, 0.01, 0.0, 0.04, 0.05, 0.03, 0.05, 0.01, 0.02, 0.04, 0.06, 0.02, 0.0, 0.01, 0.01, 0.03, 0.01, 0.0, 0.35, 0.0477350219191, 0.178762786167, 0.224549439844, 0.161227471992, 0.100828056503, 0.0793960058451, 0.0745250852411, 0.0672187043351, 0.0336093521676, 0.0155869459328, 0.01217730151, 0.0038967364832, 0.000487092060399, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22, 0.18, 0.02, 0.0, 0.01, 0.01, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.55, 0.27, 0.12, 0.12, 0.05, 0.06, 0.01, 0.01, 0.05, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 20.53, 17.1017279829, 0.351193375548, 1.61, 0.19, 0.02, 0.23
